Polling Firm | Commissioners | Fieldwork Start | Fieldwork End | Scope | Sample Size | Participation | Precision | A | V | O | Ø | B | I | Å | F | C | K | D | E | P | G | M | Q | Æ | Other
Voxmeter | Ritzau | 2020-04-06 | 2020-04-19 | N | 1043 | N/A | 0.1 | 35.1 | 21.5 | 6.8 | 7.2 | 7.2 | 1.4 | 0.8 | 7.3 | 6.1 | N/A | 2.1 | 1.1 | 1.5 | N/A | N/A | N/A | N/A | 1.9
Epinion | N/A | 2020-04-10 | 2020-04-16 | N | 1636 | N/A | 0.1 | 35.1 | 21.0 | 8.3 | 6.6 | 6.1 | 2.2 | 1.0 | 6.9 | 7.4 | N/A | 3.1 | 0.5 | 0.6 | N/A | N/A | N/A | N/A | 1.2
Voxmeter | Ritzau | 2020-03-30 | 2020-04-11 | N | 1052 | N/A | 0.1 | 35.1 | 22.0 | 7.3 | 6.7 | 7.5 | 1.5 | 1.1 | 7.2 | 6.5 | N/A | 2.5 | 0.0 | 1.1 | N/A | N/A | N/A | N/A | 1.5
Voxmeter | Ritzau | 2020-03-23 | 2020-04-05 | N | 1064 | N/A | 0.1 | 34.0 | 21.8 | 7.7 | 6.9 | 7.9 | 1.2 | 0.8 | 7.5 | 6.0 | N/A | 3.0 | 0.0 | 1.4 | N/A | N/A | N/A | N/A | 1.8
Gallup | N/A | 2020-03-27 | 2020-04-03 | N | 1519 | N/A | 0.1 | 32.0 | 21.9 | 8.1 | 7.5 | 8.0 | 1.5 | 0.8 | 6.9 | 6.9 | 1.2 | 4.1 | 0.3 | 0.9 | N/A | N/A | N/A | N/A | 0.0
Voxmeter | Ritzau | 2020-03-23 | 2020-03-29 | N | 1071 | N/A | 0.1 | 31.5 | 22.2 | 8.1 | 7.4 | 9.2 | 1.5 | 0.6 | 7.8 | 6.3 | N/A | 2.5 | 0.0 | 1.0 | N/A | N/A | N/A | N/A | 1.9
Voxmeter | Ritzau | 2020-03-16 | 2020-03-22 | N | 1055 | N/A | 0.1 | 28.2 | 23.3 | 7.8 | 7.8 | 10.4 | 2.1 | 0.6 | 7.8 | 6.5 | N/A | 2.1 | 0.1 | 1.4 | N/A | N/A | N/A | N/A | 1.9
Voxmeter | Ritzau | 2020-03-09 | 2020-03-15 | N | 1041 | N/A | 0.1 | 27.2 | 24.0 | 7.2 | 8.1 | 9.4 | 2.3 | 0.9 | 8.3 | 7.0 | N/A | 1.9 | 0.4 | 1.9 | N/A | N/A | N/A | N/A | 1.4
Voxmeter | Ritzau | 2020-03-02 | 2020-03-07 | N | 1055 | N/A | 0.1 | 27.5 | 23.3 | 7.6 | 7.7 | 8.7 | 2.1 | 1.6 | 7.8 | 7.7 | N/A | 2.6 | 1.1 | 1.4 | N/A | N/A | N/A | N/A | 0.9
Epinion | DR | 2020-02-25 | 2020-03-02 | N | 1602 | N/A | 0.1 | 27.7 | 22.3 | 8.0 | 7.6 | 8.7 | 1.9 | 2.0 | 7.1 | 7.4 | N/A | 4.1 | 0.3 | 1.7 | N/A | N/A | N/A | N/A | N/A
Voxmeter | Ritzau | 2020-02-24 | 2020-03-01 | N | 1033 | N/A | 0.1 | 26.8 | 23.6 | 8.2 | 7.7 | 8.8 | 2.2 | 2.1 | 8.5 | 7.0 | N/A | 2.4 | 0.5 | 2.1 | N/A | N/A | N/A | N/A | 0.1
Voxmeter | Ritzau | 2020-02-17 | 2020-02-23 | N | 1049 | N/A | 0.1 | 27.5 | 23.8 | 8.8 | 7.2 | 8.5 | 2.1 | 1.5 | 8.0 | 7.6 | N/A | 1.9 | 0.0 | 1.5 | N/A | N/A | N/A | N/A | 1.6
Voxmeter | Ritzau | 2020-02-10 | 2020-02-16 | N | 1003 | N/A | 0.1 | 27.8 | 24.4 | 8.3 | 7.7 | 8.0 | 1.6 | 1.6 | 7.5 | 7.6 | N/A | 1.6 | 0.5 | 1.9 | N/A | N/A | N/A | N/A | 1.5
Gallup | N/A | 2020-02-07 | 2020-02-13 | N | 1523 | N/A | 0.1 | 26.4 | 22.4 | 8.3 | 6.9 | 7.4 | 1.8 | 3.3 | 8.0 | 8.1 | 1.3 | 4.8 | 0.3 | 0.7 | N/A | N/A | N/A | N/A | N/A
Voxmeter | Ritzau | 2020-02-03 | 2020-02-08 | N | 1048 | N/A | 0.1 | 28.4 | 23.9 | 7.7 | 7.2 | 8.4 | 1.7 | 1.9 | 8.0 | 7.0 | N/A | 2.1 | 0.1 | 1.8 | N/A | N/A | N/A | N/A | 1.8
Voxmeter | Ritzau | 2020-01-27 | 2020-02-02 | N | 1025 | N/A | 0.1 | 27.2 | 22.1 | 8.3 | 6.9 | 9.1 | 2.2 | 2.4 | 8.3 | 7.2 | N/A | 2.5 | 0.6 | 1.9 | N/A | N/A | N/A | N/A | 1.3
Voxmeter | Ritzau | 2020-01-20 | 2020-01-26 | N | 1027 | N/A | 0.1 | 27.8 | 22.6 | 8.0 | 7.3 | 9.0 | 1.7 | 2.6 | 8.1 | 7.5 | N/A | 2.0 | 0.1 | 2.3 | N/A | N/A | N/A | N/A | 1.0
Voxmeter | Ritzau | 2020-01-13 | 2020-01-19 | N | 1037 | N/A | 0.1 | 27.2 | 22.3 | 8.1 | 7.1 | 8.7 | 2.2 | 2.6 | 8.6 | 8.0 | N/A | 1.8 | 0.6 | 1.8 | N/A | N/A | N/A | N/A | 1.1
Voxmeter | Ritzau | 2020-01-06 | 2020-01-11 | N | 1030 | N/A | 0.1 | 27.0 | 22.8 | 8.6 | 6.6 | 8.2 | 2.1 | 3.1 | 8.2 | 7.5 | N/A | 1.5 | 1.1 | 2.2 | N/A | N/A | N/A | N/A | 1.1
Voxmeter | Ritzau | 2019-12-30 | 2020-01-05 | N | 1029 | N/A | 0.1 | 26.0 | 23.8 | 8.0 | 7.4 | 8.9 | 1.4 | 3.1 | 8.1 | 8.5 | N/A | 2.1 | 0.4 | 1.6 | N/A | N/A | N/A | N/A | 0.7
Voxmeter | Ritzau | 2019-12-16 | 2019-12-22 | N | 1032 | N/A | 0.1 | 25.5 | 23.9 | 8.5 | 7.8 | 8.5 | 1.6 | 2.7 | 7.6 | 8.1 | N/A | 1.5 | 0.9 | 2.1 | N/A | N/A | N/A | N/A | 1.5
Voxmeter | Ritzau | 2019-12-09 | 2019-12-15 | N | 1036 | N/A | 0.1 | 26.3 | 23.1 | 8.2 | 7.5 | 8.5 | 2.1 | 2.1 | 8.4 | 8.0 | N/A | 1.9 | N/A | 1.9 | N/A | N/A | N/A | N/A | 1.7
Gallup | N/A | 2019-12-12 | 2019-12-12 | N | 1484 | N/A | 0.1 | 26.0 | 23.3 | 7.7 | 7.9 | 8.4 | 1.7 | 2.3 | 6.8 | 8.1 | 1.5 | 3.6 | 0.8 | 1.0 | N/A | N/A | N/A | N/A | 0.9
Voxmeter | Ritzau | 2019-12-02 | 2019-12-08 | N | N/A | N/A | 0.1 | 25.8 | 23.7 | 9.0 | 8.2 | 7.9 | 2.6 | 2.1 | 8.3 | 7.4 | N/A | 1.2 | N/A | 1.4 | N/A | N/A | N/A | N/A | 1.9
Voxmeter | Ritzau | 2019-11-25 | 2019-12-02 | N | 1056 | N/A | 0.1 | 26.6 | 22.9 | 9.8 | 7.4 | 8.7 | 2.4 | 2.4 | 8.3 | 7.1 | N/A | 1.3 | N/A | 1.2 | N/A | N/A | N/A | N/A | 1.9
Voxmeter | Ritzau | 2019-11-18 | 2019-11-25 | N | N/A | N/A | 0.1 | 26.9 | 23.7 | 9.3 | 8.1 | 7.9 | 1.9 | 2.4 | 8.2 | 6.3 | N/A | 1.5 | 0.6 | 1.3 | N/A | N/A | N/A | N/A | 1.9
Epinion | DR | 2019-11-20 | 2019-11-20 | N | 1605 | N/A | 0.1 | 25.3 | 22.8 | 10.4 | 6.9 | 8.3 | 1.9 | 2.6 | 7.8 | 6.9 | N/A | 3.2 | 0.4 | 1.7 | N/A | N/A | N/A | N/A | 0.0
Voxmeter | Ritzau | 2019-11-11 | 2019-11-18 | N | 1033 | N/A | 0.1 | 27.5 | 24.3 | 8.7 | 8.3 | 8.4 | 1.8 | 2.3 | 7.6 | 6.7 | 0.9 | 1.4 | 0.0 | 1.6 | N/A | N/A | N/A | N/A | 0.5
Voxmeter | Ritzau | 2019-11-04 | 2019-11-10 | N | 1034 | N/A | 0.1 | 26.9 | 23.7 | 9.0 | 7.7 | 8.3 | 2.1 | 2.1 | 8.2 | 6.8 | 1.5 | 1.5 | 0.1 | 1.9 | N/A | N/A | N/A | N/A | 0.2
Gallup | N/A | 2019-11-08 | 2019-11-08 | N | 1525 | N/A | 0.1 | 26.1 | 23.0 | 9.0 | 7.1 | 8.6 | 1.8 | 2.6 | 7.4 | 7.4 | 1.8 | 3.7 | 0.5 | 0.9 | N/A | N/A | N/A | N/A | 0.6
Voxmeter | Ritzau | 2019-10-27 | 2019-11-04 | N | 1043 | N/A | 0.1 | 27.3 | 22.9 | 9.6 | 8.1 | 8.3 | 2.2 | 2.0 | 8.7 | 6.9 | 1.4 | 1.0 | 0.2 | 1.4 | N/A | N/A | N/A | N/A | 0.1
Voxmeter | Ritzau | 2019-10-21 | 2019-10-27 | N | 1030 | N/A | 0.1 | 26.9 | 23.4 | 9.1 | 7.7 | 8.1 | 2.2 | 1.7 | 9.3 | 7.3 | 0.9 | 1.2 | 0.7 | 1.5 | N/A | N/A | N/A | N/A | 0.0
Epinion | DR | 2019-10-23 | 2019-10-23 | N | 1551 | N/A | 0.1 | 26.1 | 23.8 | 9.4 | 8.0 | 8.2 | 2.2 | 2.5 | 7.0 | 7.1 | N/A | 3.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Voxmeter | Ritzau | 2019-10-14 | 2019-10-20 | N | 1045 | N/A | 0.1 | 27.6 | 24.2 | 8.5 | 7.4 | 8.3 | 2.9 | 1.9 | 8.6 | 6.8 | 1.3 | 1.2 | 0.0 | 1.0 | N/A | N/A | N/A | N/A | 0.3
Voxmeter | Ritzau | 2019-10-07 | 2019-10-12 | N | 1025 | N/A | 0.1 | 26.9 | 23.5 | 9.2 | 7.7 | 9.0 | 2.4 | 1.8 | 8.0 | 7.5 | 1.1 | 0.7 | 0.2 | 1.7 | N/A | N/A | N/A | N/A | 0.3
Voxmeter | Ritzau | 2019-09-30 | 2019-10-07 | N | 1050 | N/A | 0.1 | 28.0 | 24.5 | 8.6 | 7.0 | 8.7 | 1.7 | 2.6 | 8.3 | 6.9 | 1.4 | 1.2 | 0.0 | 1.0 | N/A | N/A | N/A | N/A | 0.1
Gallup | N/A | 2019-09-29 | 2019-09-29 | N | N/A | N/A | 0.1 | 26.1 | 23.0 | 8.7 | 7.3 | 7.8 | 3.0 | 2.4 | 8.7 | 6.8 | 1.8 | 2.6 | 0.3 | 1.3 | N/A | N/A | N/A | N/A | 0.1
Voxmeter | Ritzau | 2019-09-23 | 2019-09-29 | N | 1041 | N/A | 0.1 | 27.2 | 23.8 | 9.0 | 6.9 | 9.5 | 1.8 | 2.5 | 9.1 | 6.4 | 0.9 | 1.8 | 0.2 | 0.8 | N/A | N/A | N/A | N/A | N/A
Voxmeter | Ritzau | 2019-09-16 | 2019-09-22 | N | 1041 | N/A | 0.1 | 27.7 | 22.8 | 9.4 | 7.1 | 9.0 | 2.2 | 2.1 | 8.5 | 6.9 | 1.3 | 1.4 | 0.0 | 1.3 | N/A | N/A | N/A | N/A | 0.3
Norstat | Altinget and Jyllands-Posten | 2019-09-19 | 2019-09-19 | N | 1000 | N/A | 0.1 | 26.2 | 22.5 | 10.9 | 7.2 | 8.0 | 2.7 | 2.8 | 7.2 | 6.5 | 1.3 | 2.5 | 0.5 | 1.5 | N/A | N/A | N/A | N/A | N/A
Voxmeter | Ritzau | 2019-09-09 | 2019-09-15 | N | 1043 | N/A | 0.1 | 27.7 | 21.9 | 8.9 | 6.7 | 9.6 | 2.6 | 2.7 | 7.8 | 7.1 | 1.2 | 1.0 | 0.8 | 1.7 | N/A | N/A | N/A | N/A | 0.3
Gallup | N/A | 2019-09-12 | 2019-09-12 | N | 1666 | N/A | 0.1 | 25.5 | 22.4 | 9.4 | 7.5 | 7.9 | 2.6 | 2.6 | 8.0 | 8.4 | 1.4 | 2.8 | N/A | 1.1 | N/A | N/A | N/A | N/A | 0.1
YouGov | N/A | 2019-09-09 | 2019-09-09 | N | N/A | N/A | 0.1 | 27.1 | 20.7 | 10.5 | 7.6 | 8.4 | 2.4 | 2.5 | 6.9 | 7.8 | 0.9 | 3.6 | N/A | 1.7 | N/A | N/A | N/A | N/A | N/A
Voxmeter | Ritzau | 2019-09-02 | 2019-09-09 | N | 1043 | N/A | 0.1 | 27.3 | 22.6 | 8.1 | 7.5 | 9.7 | 2.4 | 2.4 | 8.5 | 7.6 | 0.8 | 1.2 | 0.0 | 1.4 | N/A | N/A | N/A | N/A | 0.5
Voxmeter | Ritzau | 2019-08-26 | 2019-09-01 | N | 1050 | N/A | 0.1 | 26.7 | 23.4 | 7.9 | 6.8 | 9.3 | 2.7 | 2.1 | 9.2 | 6.9 | 1.4 | 1.9 | N/A | 1.1 | N/A | N/A | N/A | N/A | N/A
Voxmeter | Ritzau | 2019-08-18 | 2019-08-26 | N | 1034 | N/A | 0.1 | 27.3 | 23.2 | 8.4 | 7.0 | 8.8 | 2.4 | 2.4 | 8.7 | 7.0 | 1.6 | 1.6 | 0.0 | 1.5 | N/A | N/A | N/A | N/A | 0.1
Voxmeter | Ritzau | 2019-08-12 | 2019-08-18 | N | 1063 | N/A | 0.1 | 26.2 | 23.8 | 8.3 | 7.4 | 8.5 | 2.0 | 2.6 | 8.9 | 7.4 | 1.6 | 1.3 | 0.1 | 1.8 | N/A | N/A | N/A | N/A | 0.1
Voxmeter | Ritzau | 2019-08-05 | 2019-08-10 | N | 1006 | N/A | 0.1 | 25.7 | 25.4 | 8.2 | 8.2 | 8.0 | 1.9 | 2.4 | 8.6 | 7.2 | 1.2 | 0.8 | N/A | 2.0 | N/A | N/A | N/A | N/A | 0.1
Gallup | N/A | 2019-08-08 | 2019-08-08 | N | 1535 | N/A | 0.1 | 25.5 | 23.5 | 9.5 | 7.4 | 8.9 | 2.3 | 2.4 | 7.7 | 7.0 | 1.4 | 2.8 | 0.2 | 1.2 | N/A | N/A | N/A | N/A | 0.2
Voxmeter | Ritzau | 2019-06-24 | 2019-06-30 | N | 1068 | N/A | 0.1 | 24.9 | 24.4 | 8.4 | 7.1 | 8.7 | 2.2 | 2.7 | 7.4 | 7.2 | 1.8 | 2.5 | N/A | 1.7 | N/A | N/A | N/A | N/A | 0.5
Voxmeter | Ritzau | 2019-06-17 | 2019-06-23 | N | 1037 | N/A | 0.1 | 25.3 | 25.0 | 8.3 | 7.0 | 8.7 | 2.4 | 2.6 | 7.8 | 6.9 | 1.6 | 2.2 | N/A | 1.8 | N/A | N/A | N/A | N/A | 0.3
Voxmeter | Ritzau | 2019-06-10 | 2019-06-15 | N | 1007 | N/A | 0.1 | 25.2 | 24.3 | 7.4 | 7.2 | 9.3 | 1.8 | 2.5 | 8.2 | 7.4 | 1.5 | 2.8 | N/A | 2.3 | N/A | N/A | N/A | N/A | 0.2
Gallup | N/A | 2019-06-04 | 2019-06-04 | N | 4841 | N/A | 0.1 | 25.7 | 22.3 | 10.6 | 8.0 | 7.5 | 2.8 | 2.9 | 7.6 | 6.1 | 1.9 | 2.6 | 0.7 | 1.1 | N/A | N/A | N/A | N/A | 0.2
Epinion | DR | 2019-06-04 | 2019-06-04 | N | 2414 | N/A | 0.1 | 25.7 | 20.7 | 9.6 | 8.5 | 8.6 | 2.4 | 3.4 | 8.1 | 6.2 | 1.7 | 2.7 | 0.5 | 1.9 | N/A | N/A | N/A | N/A | 0.0
YouGov | N/A | 2019-05-31 | 2019-06-04 | N | 1075 | N/A | 0.1 | 27.3 | 18.6 | 11.3 | 8.2 | 7.6 | 3.2 | 2.7 | 6.9 | 4.6 | 1.7 | 4.7 | 0.2 | 3.0 | N/A | N/A | N/A | N/A | 0.0
Norstat | Altinget and Jyllands-Posten | 2019-06-03 | 2019-06-03 | N | 1204 | N/A | 0.1 | 28.6 | 17.9 | 10.5 | 8.7 | 7.3 | 3.6 | 2.6 | 7.4 | 4.5 | 1.9 | 4.1 | 0.2 | 2.2 | N/A | N/A | N/A | N/A | 0.5
Greens Analyseinstitut | Børsen | 2019-06-03 | 2019-06-03 | N | 1162 | N/A | 0.1 | 26.2 | 18.7 | 10.5 | 8.3 | 6.5 | 2.8 | 4.0 | 8.4 | 5.2 | 2.0 | 3.3 | 0.5 | 2.8 | N/A | N/A | N/A | N/A | 0.8
Voxmeter | Ritzau | 2019-06-01 | 2019-06-03 | N | 1003 | N/A | 0.1 | 29.3 | 18.2 | 10.1 | 8.5 | 8.9 | 3.3 | 2.8 | 8.8 | 4.5 | 1.6 | 1.8 | 0.4 | 1.3 | N/A | N/A | N/A | N/A | 0.0
YouGov | N/A | 2019-05-30 | 2019-06-03 | N | 855 | N/A | 0.1 | 28.2 | 19.3 | 10.6 | 9.5 | 6.8 | 3.6 | 3.0 | 5.4 | 4.8 | 1.7 | 4.0 | 0.2 | 3.1 | N/A | N/A | N/A | N/A | 0.0
Voxmeter | Ritzau | 2019-05-31 | 2019-06-02 | N | 1006 | N/A | 0.1 | 29.7 | 17.7 | 9.9 | 9.1 | 8.8 | 2.8 | 2.9 | 8.7 | 4.6 | 1.9 | 2.1 | 0.4 | 1.2 | N/A | N/A | N/A | N/A | 0.2
YouGov | N/A | 2019-05-29 | 2019-06-02 | N | 776 | N/A | 0.1 | 29.0 | 20.8 | 8.3 | 9.6 | 7.9 | 2.2 | 2.4 | 6.0 | 5.2 | 1.7 | 4.1 | 0.0 | 2.9 | N/A | N/A | N/A | N/A | 0.0
Voxmeter | Ritzau | 2019-05-30 | 2019-06-01 | N | 1006 | N/A | 0.1 | 28.3 | 17.4 | 10.7 | 9.5 | 8.4 | 3.0 | 2.7 | 8.3 | 5.0 | 1.8 | 2.5 | 0.3 | 1.6 | N/A | N/A | N/A | N/A | 0.5
YouGov | N/A | 2019-05-28 | 2019-06-01 | N | 870 | N/A | 0.1 | 28.5 | 20.9 | 8.5 | 8.3 | 8.4 | 2.8 | 2.3 | 6.7 | 5.4 | 1.4 | 4.3 | 0.2 | 2.4 | N/A | N/A | N/A | N/A | 0.0
Voxmeter | Ritzau | 2019-05-29 | 2019-05-31 | N | 1005 | N/A | 0.1 | 27.5 | 17.8 | 11.1 | 8.9 | 8.7 | 3.4 | 2.9 | 7.8 | 5.2 | 1.4 | 2.5 | 0.3 | 1.8 | N/A | N/A | N/A | N/A | 0.7
Epinion | DR | 2019-05-28 | 2019-05-30 | N | 1719 | N/A | 0.1 | 26.1 | 20.4 | 10.6 | 8.5 | 7.1 | 2.7 | 2.8 | 8.9 | 5.1 | 1.8 | 3.1 | 0.7 | 2.2 | N/A | N/A | N/A | N/A | 0.0
Voxmeter | Ritzau | 2019-05-28 | 2019-05-30 | N | 1009 | N/A | 0.1 | 27.2 | 17.9 | 11.6 | 8.8 | 8.4 | 3.2 | 3.3 | 7.6 | 5.5 | 1.2 | 2.2 | 0.4 | 2.2 | N/A | N/A | N/A | N/A | 0.5
YouGov | N/A | 2019-05-26 | 2019-05-30 | N | 978 | N/A | 0.1 | 28.1 | 18.3 | 9.5 | 8.5 | 8.4 | 2.6 | 2.6 | 8.9 | 5.3 | 1.3 | 3.5 | 0.7 | 2.4 | N/A | N/A | N/A | N/A | 0.0
Voxmeter | Ritzau | 2019-05-27 | 2019-05-29 | N | 1011 | N/A | 0.1 | 27.1 | 17.5 | 11.1 | 8.4 | 8.8 | 3.0 | 3.6 | 8.0 | 5.6 | 1.6 | 1.7 | 0.8 | 2.4 | N/A | N/A | N/A | N/A | 0.4
YouGov | N/A | 2019-05-25 | 2019-05-29 | N | 981 | N/A | 0.1 | 26.3 | 17.3 | 11.3 | 8.7 | 8.0 | 2.6 | 3.3 | 9.0 | 5.7 | 0.7 | 4.3 | 0.6 | 2.4 | N/A | N/A | N/A | N/A | 0.0
Gallup | N/A | 2019-05-28 | 2019-05-28 | N | 1476 | N/A | 0.1 | 25.5 | 20.3 | 10.9 | 8.5 | 6.8 | 3.0 | 2.9 | 8.5 | 6.9 | 1.4 | 2.9 | 0.8 | 1.6 | N/A | N/A | N/A | N/A | 0.0
Voxmeter | Ritzau | 2019-05-26 | 2019-05-28 | N | 1011 | N/A | 0.1 | 27.3 | 17.7 | 10.4 | 8.6 | 9.1 | 2.8 | 3.4 | 8.4 | 5.6 | 1.5 | 1.4 | 0.7 | 2.8 | N/A | N/A | N/A | N/A | 0.3
YouGov | N/A | 2019-05-24 | 2019-05-28 | N | 978 | N/A | 0.1 | 26.3 | 16.2 | 12.5 | 8.8 | 6.9 | 2.7 | 3.5 | 9.1 | 6.2 | 0.9 | 3.9 | 0.4 | 2.6 | N/A | N/A | N/A | N/A | 0.0
Voxmeter | Ritzau | 2019-05-25 | 2019-05-27 | N | 1007 | N/A | 0.1 | 26.6 | 18.2 | 10.7 | 8.3 | 8.7 | 3.1 | 3.7 | 8.8 | 5.2 | 1.6 | 1.5 | 0.9 | 2.5 | N/A | N/A | N/A | N/A | 0.2
Voxmeter | Ritzau | 2019-05-24 | 2019-05-26 | N | 1005 | N/A | 0.1 | 26.4 | 18.1 | 11.2 | 8.7 | 8.8 | 3.6 | 3.4 | 8.7 | 4.7 | 1.1 | 1.7 | 0.9 | 2.4 | N/A | N/A | N/A | N/A | 0.3
Voxmeter | Ritzau | 2019-05-23 | 2019-05-25 | N | 1005 | N/A | 0.1 | 25.9 | 17.8 | 11.7 | 9.0 | 8.5 | 3.9 | 3.4 | 8.5 | 4.4 | 1.3 | 1.9 | 0.9 | 2.3 | N/A | N/A | N/A | N/A | 0.5
YouGov | N/A | 2019-05-21 | 2019-05-25 | N | 991 | N/A | 0.1 | 27.6 | 16.9 | 11.8 | 8.1 | 6.6 | 2.9 | 2.3 | 8.2 | 6.2 | 1.1 | 4.0 | 0.7 | 3.6 | N/A | N/A | N/A | N/A | 0.0
Voxmeter | Ritzau | 2019-05-22 | 2019-05-24 | N | 1006 | N/A | 0.1 | 26.5 | 17.5 | 11.7 | 9.4 | 8.5 | 4.2 | 3.4 | 8.2 | 3.9 | 1.5 | 2.0 | 0.6 | 2.1 | N/A | N/A | N/A | N/A | 0.5
Voxmeter | Ritzau | 2019-05-21 | 2019-05-23 | N | 1006 | N/A | 0.1 | 27.1 | 18.0 | 11.1 | 9.0 | 8.2 | 4.4 | 3.8 | 7.8 | 3.4 | 1.8 | 1.9 | 0.7 | 2.3 | N/A | N/A | N/A | N/A | 0.5
YouGov | N/A | 2019-05-21 | 2019-05-23 | N | 981 | N/A | 0.1 | 26.8 | 17.5 | 11.3 | 9.4 | 6.2 | 2.7 | 2.5 | 8.8 | 5.0 | 1.2 | 4.3 | 1.2 | 3.2 | N/A | N/A | N/A | N/A | 0.0
Greens Analyseinstitut | Børsen | 2019-05-22 | 2019-05-22 | N | 1000 | N/A | 0.1 | 26.6 | 18.4 | 10.4 | 9.3 | 7.9 | 4.6 | 4.2 | 7.4 | 3.2 | 1.6 | 2.1 | 0.7 | 2.8 | N/A | N/A | N/A | N/A | 0.8
Voxmeter | Ritzau | 2019-05-20 | 2019-05-22 | N | 1006 | N/A | 0.1 | 26.6 | 18.4 | 10.4 | 9.3 | 7.9 | 4.6 | 4.2 | 7.4 | 3.2 | 1.6 | 2.1 | 0.7 | 2.8 | N/A | N/A | N/A | N/A | 0.8
Gallup | N/A | 2019-05-21 | 2019-05-21 | N | 1503 | N/A | 0.1 | 27.4 | 19.8 | 11.9 | 6.6 | 7.5 | 3.8 | 3.0 | 8.1 | 4.4 | 1.9 | 2.9 | 1.1 | 1.3 | N/A | N/A | N/A | N/A | 0.2
Voxmeter | Ritzau | 2019-05-19 | 2019-05-21 | N | 1002 | N/A | 0.1 | 26.1 | 18.6 | 10.6 | 9.5 | 7.8 | 4.4 | 4.0 | 7.1 | 3.5 | 2.3 | 1.5 | 0.9 | 2.9 | N/A | N/A | N/A | N/A | 0.8
Epinion | DR | 2019-05-18 | 2019-05-20 | N | 1629 | N/A | 0.1 | 29.8 | 17.1 | 10.6 | 8.9 | 7.7 | 4.6 | 3.3 | 6.8 | 4.7 | 1.2 | 2.3 | 0.4 | 2.6 | N/A | N/A | N/A | N/A | 0.0
Voxmeter | Ritzau | 2019-05-18 | 2019-05-20 | N | 1004 | N/A | 0.1 | 26.5 | 18.9 | 10.8 | 9.1 | 7.8 | 3.9 | 3.6 | 7.6 | 3.7 | 2.1 | 2.0 | 0.7 | 2.8 | N/A | N/A | N/A | N/A | 0.5
YouGov | N/A | 2019-05-16 | 2019-05-20 | N | 1087 | N/A | 0.1 | 28.2 | 15.8 | 11.1 | 9.0 | 7.0 | 4.0 | 3.3 | 8.0 | 4.8 | 1.1 | 4.1 | 0.8 | 2.8 | N/A | N/A | N/A | N/A | 0.0
Voxmeter | Ritzau | 2019-05-17 | 2019-05-19 | N | 1008 | N/A | 0.1 | 27.5 | 18.5 | 11.3 | 8.8 | 7.6 | 3.5 | 3.6 | 7.3 | 4.2 | 2.2 | 1.8 | 0.5 | 2.6 | N/A | N/A | N/A | N/A | 0.6
Voxmeter | Ritzau | 2019-05-16 | 2019-05-18 | N | 1009 | N/A | 0.1 | 27.9 | 18.8 | 11.0 | 8.4 | 8.1 | 3.2 | 4.0 | 7.6 | 4.1 | 1.9 | 1.9 | 0.3 | 2.4 | N/A | N/A | N/A | N/A | 0.5
Voxmeter | Ritzau | 2019-05-15 | 2019-05-17 | N | 1008 | N/A | 0.1 | 27.7 | 18.6 | 10.8 | 9.0 | 8.7 | 3.3 | 3.7 | 7.3 | 4.2 | 1.6 | 2.2 | 0.1 | 2.3 | N/A | N/A | N/A | N/A | 0.5
Norstat | Altinget and Jyllands-Posten | 2019-05-14 | 2019-05-17 | N | 1207 | N/A | 0.1 | 28.8 | 18.3 | 11.2 | 8.2 | 7.3 | 2.9 | 3.4 | 6.9 | 3.6 | 1.5 | 3.2 | 1.8 | 2.5 | N/A | N/A | N/A | N/A | 0.4
YouGov | N/A | 2019-05-13 | 2019-05-17 | N | 973 | N/A | 0.1 | 24.8 | 15.7 | 12.5 | 9.2 | 7.0 | 3.1 | 2.8 | 8.6 | 6.8 | 0.9 | 3.8 | 1.0 | 3.9 | N/A | N/A | N/A | N/A | 0.0
Voxmeter | Ritzau | 2019-05-14 | 2019-05-16 | N | 1006 | N/A | 0.1 | 27.8 | 18.2 | 10.1 | 9.6 | 8.5 | 3.9 | 3.3 | 7.7 | 4.0 | 1.7 | 2.3 | 0.1 | 2.6 | N/A | N/A | N/A | N/A | 0.2
Gallup | N/A | 2019-05-15 | 2019-05-15 | N | 1532 | N/A | 0.1 | 26.1 | 17.8 | 13.4 | 8.1 | 7.3 | 3.9 | 3.3 | 8.3 | 5.9 | 1.4 | 2.1 | 0.6 | 1.6 | N/A | N/A | N/A | N/A | 0.0
YouGov | N/A | 2019-05-15 | 2019-05-15 | N | 939 | N/A | 0.1 | 26.7 | 15.6 | 12.6 | 8.8 | 7.3 | 2.5 | 3.4 | 7.4 | 7.3 | 0.8 | 2.9 | 0.9 | 4.0 | N/A | N/A | N/A | N/A | 0.0
Voxmeter | Ritzau | 2019-05-13 | 2019-05-15 | N | 1012 | N/A | 0.1 | 28.5 | 17.5 | 11.0 | 10.2 | 8.0 | 3.7 | 2.8 | 7.4 | 4.5 | 1.5 | 2.1 | 0.1 | 2.5 | N/A | N/A | N/A | N/A | 0.1
